,Close,sma_200,trend_above_sma,trip_count,timing_on,combined_invested,always_timing_invested,signal_score,combined_equity,always_timing_equity,buy_hold_equity,combined_growth_10k,always_timing_growth_10k,buy_hold_growth_10k,trend_level
1961-10-31,1.1895013815385729,1.1248224124140034,True,1,True,True,True,2.0,1.2879854577103207,1.2879854577103207,1.2896231400903557,12879.854577103208,12879.854577103208,12896.231400903558,1.1248224124140034
1961-11-30,1.239102947716759,1.1444538625906187,True,1,True,True,True,2.0,1.3416937567578817,1.3416937567578817,1.3433997296100526,13416.937567578818,13416.937567578818,13433.997296100526,1.1444538625906187
1961-12-31,1.245912525421231,1.1620398830243244,True,0,False,True,True,0.0,1.3490671294942498,1.3490671294942498,1.3507824776406365,13490.671294942498,13490.671294942498,13507.824776406365,1.1620398830243244
1962-01-31,1.2021266915061712,1.1722982382592746,True,0,False,True,True,0.0,1.301656072885496,1.301656072885496,1.3033111375468776,13016.56072885496,13016.56072885496,13033.111375468776,1.1722982382592746
1962-02-28,1.2246804083952778,1.181821768143139,True,0,False,True,True,0.0,1.3260771116680756,1.3260771116680756,1.3277632278484606,13260.771116680757,13260.771116680757,13277.632278484605,1.181821768143139
1962-03-31,1.2209605586486725,1.1919333522436648,True,0,False,True,True,0.0,1.3220492791217204,1.3220492791217204,1.3237302738852832,13220.492791217204,13220.492791217204,13237.302738852832,1.1919333522436648
1962-04-30,1.1482540103013814,1.1997776643789093,False,0,False,True,False,0.0,1.2433230343228308,1.283201406942757,1.2449039281239327,12433.230343228308,12832.01406942757,12449.039281239327,1.1997776643789093
1962-05-31,1.0524957629447997,1.1962175237890564,False,0,False,True,False,0.0,1.1396365384807021,1.2862202648628622,1.1410855941882359,11396.36538480702,12862.202648628623,11410.855941882359,1.1962175237890564
1962-06-30,0.9689808436194298,1.1763875915851154,False,0,False,True,False,0.0,1.0492070499047452,1.2890685927553365,1.0505411238947524,10492.070499047451,12890.685927553364,10505.411238947525,1.1763875915851154
1962-07-31,1.0333641322215357,1.1606630973078302,False,0,False,True,False,0.0,1.1189209155009496,1.2919746302195738,1.1203436311511927,11189.209155009496,12919.746302195737,11203.436311511927,1.1606630973078302
1962-08-31,1.0522731716801268,1.1423863335132858,False,0,False,True,False,0.0,1.1393955179015243,1.295367996570332,1.1408442671497314,11393.955179015242,12953.679965703319,11408.442671497314,1.1423863335132858
1962-09-30,1.00400198795317,1.121924720476744,False,0,False,True,False,0.0,1.0871277495477245,1.298086925922027,1.0885100399684935,10871.277495477245,12980.86925922027,10885.100399684934,1.121924720476744
1962-10-31,1.011456697777556,1.0961746235712424,False,0,False,True,False,0.0,1.0982667576838046,1.3013376720081684,1.0965922216636106,10982.667576838045,13013.376720081684,10965.922216636105,1.0961746235712424
1962-11-30,1.117053037240514,1.0827702901137493,True,0,False,True,True,0.0,1.2129260897343859,1.3354024136315734,1.2110767317228794,12129.260897343858,13354.024136315735,12110.767317228794,1.0827702901137493
1962-12-31,1.1350463306041862,1.072184778703277,True,1,True,True,True,2.0,1.232463689323172,1.3569128402505157,1.2305845421788972,12324.63689323172,13569.128402505157,12305.845421788972,1.072184778703277
1963-01-31,1.1939983481016094,1.0671423085441811,True,1,True,True,True,2.0,1.2964753679823535,1.4273881568469284,1.2944986217248602,12964.753679823536,14273.881568469284,12944.986217248603,1.0671423085441811
1963-02-28,1.162230628044238,1.0695780612822543,True,1,True,True,True,2.0,1.2619811271680141,1.3894108284427342,1.2600569745525743,12619.81127168014,13894.108284427342,12600.569745525743,1.0695780612822543
1963-03-31,1.2065245387918702,1.0835982957605268,True,1,True,True,True,2.0,1.3100766411418971,1.4423628310331305,1.308079156915539,13100.766411418972,14423.628310331305,13080.79156915539,1.0835982957605268
1963-04-30,1.2682993383537284,1.1118322176430362,True,0,False,True,True,0.0,1.3771533721284472,1.5162126964256462,1.3750536154793216,13771.533721284472,15162.126964256462,13750.536154793215,1.1118322176430362
1963-05-31,1.2899150709079144,1.1403205314027474,True,1,True,True,True,2.0,1.4006243131577663,1.5420536372430873,1.3984887701790378,14006.243131577663,15420.536372430874,13984.887701790378,1.1403205314027474
1963-06-30,1.266938331633758,1.163417714366321,True,1,True,True,True,2.0,1.375675554599717,1.5145856549171188,1.3735780511906763,13756.75554599717,15145.856549171189,13735.780511906763,1.163417714366321
1963-07-31,1.2659362039432511,1.1900039758962506,True,1,True,True,True,2.0,1.3745874175278519,1.51338764220684,1.3724915732100191,13745.874175278519,15133.876422068399,13724.915732100191,1.1900039758962506
1963-08-31,1.3312045808629072,1.221082759531069,True,0,False,True,True,0.0,1.4454575683275264,1.5914139714558406,1.4432536677297048,14454.575683275263,15914.139714558407,14432.536677297048,1.221082759531069
1963-09-30,1.3197201808701091,1.2442107238576112,True,0,False,True,True,0.0,1.4329874993945224,1.5776847258800186,1.430802612009526,14329.874993945225,15776.847258800186,14308.026120095261,1.2442107238576112
1963-10-31,1.366052686981638,1.2673707100393279,True,0,False,True,True,0.0,1.483296574784782,1.633073806280159,1.481034980754252,14832.96574784782,16330.73806280159,14810.34980754252,1.2673707100393279
1963-11-30,1.3546166789974368,1.2811462937987874,True,0,False,True,True,0.0,1.4708790511900962,1.6194024118563646,1.468636390256099,14708.790511900963,16194.024118563646,14686.36390256099,1.2811462937987874
1963-12-31,1.3912754604073276,1.3010948362057078,True,1,True,True,True,2.0,1.51068413734766,1.6632268530811911,1.508380785283669,15106.8413734766,16632.26853081191,15083.80785283669,1.3010948362057078
1964-01-31,1.4323128414239152,1.3234157280480934,True,0,False,True,True,0.0,1.5552436241669714,1.7122857749333238,1.552872331900658,15552.436241669713,17122.857749333238,15528.723319006582,1.3234157280480934
1964-02-29,1.4495684112743141,1.3398794851291589,True,0,False,True,True,0.0,1.5739801838172507,1.7329142758715912,1.5715803237701051,15739.801838172507,17329.142758715912,15715.803237701051,1.3398794851291589
1964-03-31,1.4750693193243483,1.3598227466225365,True,0,False,True,True,0.0,1.6016697524005046,1.7633998240277788,1.5992276738489282,16016.697524005045,17633.99824027779,15992.276738489281,1.3598227466225365
1964-04-30,1.4877479467121149,1.3840389340377701,True,0,False,True,True,0.0,1.6154365454067094,1.7785567315789044,1.6129734765168475,16154.365454067094,17785.567315789045,16129.734765168476,1.3840389340377701
