,Close,cash_return,sma_200,daily_return,trend_above_sma,always_timing_invested,buy_hold_invested,always_timing_return,buy_hold_return,always_timing_equity,buy_hold_equity,always_timing_growth_10k,buy_hold_growth_10k,trip_count,signal_score,timing_on,combined_invested,combined_return,combined_equity,combined_growth_10k
1978-11-14,2.865802609458395,0.000305080036406169,2.9412874217195224,-0.006670597196976047,False,False,True,0.000305080036406169,-0.006670597196976047,6.1204673083718895,3.1070206537368823,61204.673083718895,31070.206537368824,0,0.0,False,True,-0.006670597196976047,4.37642692851781,43764.269285178096
1978-11-15,2.8732022164199993,0.000305080036406169,2.942272330496646,0.002582036507742247,False,False,True,0.000305080036406169,0.002582036507742247,6.12233454076115,3.11504309449514,61223.3454076115,31150.4309449514,0,0.0,False,True,0.002582036507742247,4.387727022620709,43877.27022620709
1978-11-16,2.9047827793455174,0.000305080036406169,2.943382662481984,0.010991416735320225,False,False,True,0.000305080036406169,0.010991416735320225,6.124202342805736,3.1492818312952178,61242.023428057364,31492.81831295218,0,0.0,False,True,0.010991416735320225,4.435954358847159,44359.54358847159
1978-11-17,2.9273848904161066,0.000305080036406169,2.944679198587142,0.00778099871401805,False,False,True,0.000305080036406169,0.00778099871401805,6.126070714679438,3.173786389174606,61260.707146794375,31737.86389174606,0,0.0,False,True,0.00778099871401805,4.470470514008792,44704.70514008791
1978-11-20,2.9537173579526317,0.000305080036406169,2.946122556834471,0.00899521877793874,True,True,True,0.000305080036406169,0.00899521877793874,6.127939656556099,3.2023352920996757,61279.396565560986,32023.352920996756,0,0.0,False,True,0.00899521877793874,4.510683374322625,45106.83374322625
1978-11-21,2.946872800941103,0.000305080036406169,2.947405388448333,-0.002317268777630388,False,False,True,-0.002317268777630388,-0.002317268777630388,6.1137395733187585,3.1949146205117893,61137.395733187586,31949.146205117893,0,0.0,False,True,-0.002317268777630388,4.50023090857353,45002.3090857353
1978-11-22,2.962051462797354,0.000305080036406169,2.948686911156942,0.00515076926679825,True,True,True,0.000305080036406169,0.00515076926679825,6.115604753210365,3.211370888549166,61156.04753210364,32113.70888549166,0,0.0,False,True,0.00515076926679825,4.523410559630906,45234.10559630906
1978-11-24,2.9722714035652,0.000305080036406169,2.9500957455560433,0.0034502914268053075,True,True,True,0.0034502914268053075,0.0034502914268053075,6.136705371860096,3.2224510539942193,61367.05371860095,32224.510539942192,0,0.0,False,True,0.0034502914268053075,4.539017644304721,45390.17644304721
1978-11-27,2.9790814642638326,0.000305080036406169,2.951568682199505,0.002291197462810368,True,True,True,0.002291197462810368,0.002291197462810368,6.150765775638116,3.2298343256731616,61507.65775638116,32298.343256731616,0,0.0,False,True,0.002291197462810368,4.549417430015003,45494.17430015003
1978-11-28,2.9536110800693707,0.000305080036406169,2.95294433161209,-0.008549744107368973,True,True,True,-0.008549744107368973,-0.008549744107368973,6.098178302192047,3.2022200686794595,60981.78302192047,32022.200686794597,0,0.0,False,True,-0.008549744107368973,4.510521075150771,45105.21075150771
1978-11-29,2.9107432364085972,0.000305080036406169,2.9542251589728834,-0.014513706272989313,False,False,True,-0.014513706272989313,-0.014513706272989313,6.009671133513716,3.1557439871811743,60096.71133513716,31557.439871811745,0,0.0,False,True,-0.014513706272989313,4.445056697127905,44450.56697127905
1978-11-30,2.9408352625023664,0.0003289012103617761,2.955685063525473,0.010338261966004847,False,False,True,0.0003289012103617761,0.010338261966004847,6.0116477216234045,3.188368895218298,60116.477216234045,31883.68895218298,0,0.0,False,True,0.010338261966004847,4.4910108577165575,44910.10857716558
1978-12-01,2.9905076651524096,0.0003289012103617761,2.957502488073745,0.01689057638943603,True,True,True,0.0003289012103617761,0.01689057638943603,6.013624959835315,3.242222283600684,60136.249598353155,32422.222836006844,0,0.0,False,True,0.01689057638943603,4.566866619674606,45668.66619674606
1978-12-04,2.98707585166156,0.0003289012103617761,2.9593179876638813,-0.0011475688662629935,True,True,True,-0.0011475688662629935,-0.0011475688662629935,6.006723911058026,3.2385016102505197,60067.23911058027,32385.016102505197,0,0.0,False,True,-0.0011475688662629935,4.561625825725492,45616.258257254914
1978-12-05,3.0277663166995463,0.0003289012103617761,2.961389477313164,0.013622173342318078,True,True,True,0.013622173342318078,0.013622173342318078,6.088548545393905,3.2826170405547286,60885.48545393905,32826.17040554729,0,0.0,False,True,0.013622173342318078,4.623765083446319,46237.65083446319
1978-12-06,3.0299344955931367,0.00032890121036155406,2.9634736327809517,0.000716098492024253,True,True,True,0.000716098492024253,0.000716098492024253,6.092908545825878,3.284967717667363,60929.085458258785,32849.67717667363,0,0.0,False,True,0.000716098492024253,4.627076154650049,46270.76154650049
1978-12-07,3.017804252291131,0.0003289012103617761,2.965482545846704,-0.004003467177144726,True,True,True,-0.004003467177144726,-0.004003467177144726,6.0685157864493195,3.2718164572317017,60685.157864493194,32718.164572317015,0,0.0,False,True,-0.004003467177144726,4.608551807138759,46085.51807138759
1978-12-08,3.0044250138625905,0.0003289012103617761,2.967295022255301,-0.004433434812209258,True,True,True,-0.004433434812209258,-0.004433434812209258,6.041611417303233,3.2573110722510514,60416.114173032336,32573.110722510515,0,0.0,False,True,-0.004433434812209258,4.58812009312312,45881.2009312312
1978-12-11,3.019961945096918,0.0003289012103617761,2.9692974702340176,0.005171349313974893,True,True,True,0.005171349313974893,0.005171349313974893,6.0728547003614075,3.27415576562994,60728.547003614076,32741.5576562994,0,0.0,False,True,0.005171349313974893,4.611846864819126,46118.468648191265
1978-12-12,3.004400148436098,0.0003289012103617761,2.9713210022892356,-0.005152977734068975,True,True,True,-0.005152977734068975,-0.005152977734068975,6.041561415308209,3.257284113871775,60415.61415308209,32572.84113871775,0,0.0,False,True,-0.005152977734068975,4.5880821206117774,45880.82120611778
1978-12-13,2.9885209733720277,0.0003289012103617761,2.9732400953871236,-0.005285306310591209,True,True,True,-0.005285306310591209,-0.005285306310591209,6.009629912634056,3.24006836958934,60096.29912634056,32400.6836958934,0,0.0,False,True,-0.005285306310591209,4.563832701226198,45638.32701226198
1978-12-14,2.9885051180210955,0.0003289012103617761,2.9751370451296126,-5.305417319578787e-06,True,True,True,-5.305417319578787e-06,-5.305417319578787e-06,6.009598029039433,3.2400511796744955,60095.98029039433,32400.511796744955,0,0.0,False,True,-5.305417319578787e-06,4.5638084881891405,45638.0848818914
1978-12-15,2.967013766541489,0.00032890121036155406,2.976904465618418,-0.00719133835508956,False,False,True,-0.00719133835508956,-0.00719133835508956,5.966380976234531,3.2167508753536493,59663.80976234531,32167.508753536495,0,0.0,False,True,-0.00719133835508956,4.530988597162743,45309.88597162743
1978-12-18,2.9087802498438435,0.0003289012103617761,2.978460269493735,-0.01962697893563392,False,False,True,0.0003289012103617761,-0.01962697893563392,5.9683433261590935,3.1536157736819015,59683.43326159094,31536.157736819016,0,0.0,False,True,-0.01962697893563392,4.442058979408633,44420.58979408633
1978-12-19,2.9342793066022135,0.0003289012103617761,2.9800721677660897,0.008766236899380386,False,False,True,0.0003289012103617761,0.008766236899380386,5.970306321502922,3.1812611166436198,59703.06321502922,31812.611166436196,0,0.0,False,True,0.008766236899380386,4.4809991207431485,44809.991207431485
1978-12-20,2.9485774887584184,0.0003289012103617761,2.981681137705424,0.004872808844077481,False,False,True,0.0003289012103617761,0.004872808844077481,5.972269962478295,3.1967627939481207,59722.69962478295,31967.627939481208,0,0.0,False,True,0.004872808844077481,4.502834172889009,45028.34172889009
1978-12-21,2.9501101984425784,0.00032890121036155406,2.98328762823494,0.00051981326249817,False,False,True,0.00032890121036155406,0.00051981326249817,5.97423424929756,3.1984245136454756,59742.34249297561,31984.245136454756,0,0.0,False,True,0.00051981326249817,4.505174805810906,45051.748058109064
1978-12-22,3.000557060351455,0.0003289012103617761,2.9849956006046305,0.01709999237842319,True,True,True,0.0003289012103617761,0.01709999237842319,5.976199182173139,3.253117548451775,59761.99182173139,32531.175484517753,0,0.0,False,True,0.01709999237842319,4.582213260653737,45822.13260653737
1978-12-26,3.0388712989793674,0.0003289012103617761,2.9868819737908114,0.012769041833660122,True,True,True,0.012769041833660122,0.012769041833660122,6.052509519536593,3.2946567425177697,60525.09519536593,32946.567425177695,0,0.0,False,True,0.012769041833660122,4.640723733469777,46407.23733469777
1978-12-27,3.01268377559345,0.00032890121036199815,2.988574851947756,-0.008617516442605777,True,True,True,-0.008617516442605777,-0.008617516442605777,6.000351919232958,3.266264983866381,60003.519192329586,32662.64983866381,0,0.0,False,True,-0.008617516442605777,4.60073222039101,46007.3222039101
1978-12-28,3.0014487289033913,0.0003289012103617761,2.9902432659973095,-0.0037292485793154473,True,True,True,-0.0037292485793154473,-0.0037292485793154473,5.977975115362766,3.2540842698156296,59779.751153627665,32540.842698156295,0,0.0,False,True,-0.0037292485793154473,4.5835749462943065,45835.749462943066
1978-12-29,2.9967571115591567,0.0003289012103617761,2.991827131346147,-0.001563117603527675,True,True,True,-0.001563117603527675,-0.001563117603527675,5.968630837226493,3.2489977534101184,59686.308372264924,32489.977534101185,0,0.0,False,True,-0.001563117603527675,4.576410279608665,45764.10279608665
1979-01-02,3.016700728452481,0.0003449458769340108,2.9934046805815933,0.00665506617683409,True,True,True,0.00665506617683409,0.00665506617683409,6.008352470433327,3.270620048467448,60083.52470433327,32706.20048467448,0,0.0,False,True,0.00665506617683409,4.606866592871805,46068.66592871805
1979-01-03,3.0506891282912076,0.0003449458769340108,2.9950565774183997,0.011266745659640476,True,True,True,0.011266745659640476,0.011266745659640476,6.076047049551172,3.3074692927028515,60760.47049551172,33074.69292702852,0,0.0,False,True,0.011266745659640476,4.658770987061586,46587.70987061586
1979-01-04,3.0756433155321634,0.0003449458769340108,2.996984773204653,0.008179852548572564,True,True,True,0.008179852548572564,0.008179852548572564,6.12574821849469,3.3345239038260925,61257.48218494689,33345.23903826092,0,0.0,False,True,0.008179852548572564,4.696879046793318,46968.79046793318
1979-01-05,3.0934300612477315,0.0003449458769340108,2.9990471174642024,0.005783097677726223,True,True,True,0.005783097677726223,0.005783097677726223,6.161174018791402,3.353807781270632,61611.74018791402,33538.07781270632,0,0.0,False,True,0.005783097677726223,4.724041557101389,47240.41557101389
1979-01-08,3.083757552599363,0.0003449458769340108,3.0010748634173114,-0.0031267907975481846,True,True,True,-0.0031267907975481846,-0.0031267907975481846,6.141909316567352,3.3433211259634095,61419.09316567352,33433.211259634096,0,0.0,False,True,-0.0031267907975481846,4.7092704674334085,47092.70467433408
1979-01-09,3.1009286412109516,0.0003449458769340108,3.0032591912259683,0.005568235608248262,True,True,True,0.005568235608248262,0.005568235608248262,6.176108914726494,3.3619375257068076,61761.08914726494,33619.37525706807,0,0.0,False,True,0.005568235608248262,4.735492794939043,47354.92794939043
1979-01-10,3.0840714329184227,0.0003449458769340108,3.005262083686922,-0.0054361806552072345,True,True,True,-0.0054361806552072345,-0.0054361806552072345,6.142534470919805,3.343661425965545,61425.34470919805,33436.61425965545,0,0.0,False,True,-0.0054361806552072345,4.709749800614323,47097.49800614323
1979-01-11,3.095003169285069,0.00034494587693423284,3.007295919977833,0.0035445794964292787,True,True,True,0.0035445794964292787,0.0035445794964292787,6.1643071726615375,3.355513299699024,61643.07172661537,33555.13299699024,0,0.0,False,True,0.0035445794964292787,4.726443883190893,47264.43883190893
1979-01-12,3.1215579352062686,0.0003449458769340108,3.009494296803444,0.008579883272731514,True,True,True,0.008579883272731514,0.008579883272731514,6.217196208660235,3.38430321213054,62171.962086602354,33843.0321213054,0,0.0,False,True,0.008579883272731514,4.7669962200037865,47669.962200037866
1979-01-15,3.1459362887506788,0.0003449458769340108,3.0118418466616412,0.007809675184772491,True,True,True,0.007809675184772491,0.007809675184772491,6.265750491609871,3.4107335209440617,62657.50491609871,34107.335209440615,0,0.0,False,True,0.007809675184772491,4.8042249120890546,48042.24912089055
1979-01-16,3.10813649888978,0.0003449458769340108,3.0141102104068427,-0.012015434004834735,True,True,True,-0.012015434004834735,-0.012015434004834735,6.190464780087171,3.3697520774150806,61904.64780087171,33697.520774150806,0,0.0,False,True,-0.012015434004834735,4.746500064713466,47465.00064713466
1979-01-17,3.1093920537569075,0.0003449458769340108,3.0163221314916604,0.00040395744124355204,True,True,True,0.00040395744124355204,0.00040395744124355204,6.192965464399844,3.3711133138418985,61929.65464399844,33711.13313841898,0,0.0,False,True,0.00040395744124355204,4.74841744873447,47484.1744873447
1979-01-18,3.117525603801303,0.00034494587693378875,3.018454938001731,0.0026158007429677443,True,True,True,0.0026158007429677443,0.0026158007429677443,6.209165028062794,3.379931474552875,62091.650280627946,33799.31474552875,0,0.0,False,True,0.0026158007429677443,4.76083836262479,47608.3836262479
1979-01-19,3.119095835827069,0.0003449458769340108,3.0205703460610573,0.0005036789509769157,True,True,True,0.0005036789509769157,0.0005036789509769157,6.212292453790572,3.3816338748923513,62122.92453790572,33816.33874892351,0,0.0,False,True,0.0005036789509769157,4.763236296697047,47632.362966970475
1979-01-22,3.1244197190619434,0.0003449458769340108,3.0226525782289384,0.0017068674754145974,True,True,True,0.0017068674754145974,0.0017068674754145974,6.222896013727711,3.3874058757671652,62228.96013727711,33874.05875767165,0,0.0,False,True,0.0017068674754145974,4.771366509809594,47713.66509809594
1979-01-23,3.146950488030178,0.0003449458769340108,3.0247966562446345,0.007211185114079033,True,True,True,0.007211185114079033,0.007211185114079033,6.267770468828366,3.411833086593841,62677.70468828366,34118.33086593841,0,0.0,False,True,0.007211185114079033,4.8057737169589485,48057.73716958948
1979-01-24,3.1338220240832304,0.0003449458769340108,3.026908386867866,-0.004171805052822775,True,True,True,-0.004171805052822775,-0.004171805052822775,6.241622552316574,3.397599584083801,62416.22552316574,33975.99584083801,0,0.0,False,True,-0.004171805052822775,4.785724965883817,47857.24965883817
1979-01-25,3.1666908248451016,0.0003449458769340108,3.029202745647207,0.010488406970554198,True,True,True,0.010488406970554198,0.010488406970554198,6.307087229801859,3.4332349912446576,63070.87229801859,34332.349912446574,0,0.0,False,True,0.010488406970554198,4.835919596975148,48359.19596975148
1979-01-26,3.1883045027603623,0.00034494587693378875,3.0314716805745263,0.006825319903567717,True,True,True,0.006825319903567717,0.006825319903567717,6.350135117804964,3.4566679183640248,63501.35117804964,34566.67918364025,0,0.0,False,True,0.006825319903567717,4.868926295252436,48689.26295252436
1979-01-29,3.1792458976465134,0.0003449458769340108,3.03340094425968,-0.002841198231224751,True,True,True,-0.002841198231224751,-0.002841198231224751,6.332093125140219,3.4468468395884377,63320.93125140219,34468.468395884374,0,0.0,False,True,-0.002841198231224751,4.855092710474401,48550.92710474401
1979-01-30,3.164233837434543,0.0003449458769340108,3.035022290246414,-0.004721893397136578,True,True,True,-0.004721893397136578,-0.004721893397136578,6.302193656422565,3.430571196255644,63021.93656422565,34305.711962556445,0,0.0,False,True,-0.004721893397136578,4.832167480262326,48321.67480262326
1979-01-31,3.129797136909678,0.00035475958347164216,3.036621951199671,-0.010883108611462466,True,True,True,-0.010883108611462466,-0.010883108611462466,6.233606198369249,3.393235917327439,62336.06198369249,33932.35917327439,0,0.0,False,True,-0.010883108611462466,4.779578476745854,47795.78476745854
1979-02-01,3.1313715708425542,0.00035475958347164216,3.0381619602010437,0.0005030466397673017,True,True,True,0.0005030466397673017,0.0005030466397673017,6.2367419930209715,3.3949428732535885,62367.41993020972,33949.42873253588,0,0.0,False,True,0.0005030466397673017,4.781982827638085,47819.82827638085
1979-02-02,3.1175936080078483,0.0003547595834718642,3.0395279200019973,-0.004399976982290443,True,True,True,-0.004399976982290443,-0.004399976982290443,6.209300471807195,3.3800052027550818,62093.00471807195,33800.05202755082,0,0.0,False,True,-0.004399976982290443,4.76094221326677,47609.42213266769
1979-02-05,3.074037779639212,0.00035475958347164216,3.040703308489734,-0.013970976928089351,True,True,True,-0.013970976928089351,-0.013970976928089351,6.122550478176002,3.3327832280505687,61225.50478176002,33327.83228050569,0,0.0,False,True,-0.013970976928089351,4.694427199449253,46944.27199449253
1979-02-06,3.0734075552221967,0.00035475958347164216,3.041657458022079,-0.0002050151826986646,True,True,True,-0.0002050151826986646,-0.0002050151826986646,6.121295262371137,3.332099956888175,61212.952623711375,33320.99956888175,0,0.0,False,True,-0.0002050151826986646,4.6934647705992925,46934.647705992924
1979-02-07,3.0461278425646134,0.00035475958347164216,3.042341327070983,-0.008876047893885963,True,True,True,-0.008876047893885963,-0.008876047893885963,6.066962352449714,3.30252407808362,60669.62352449714,33025.2407808362,0,0.0,False,True,-0.008876047893885963,4.6518053525071865,46518.05352507187
1979-02-08,3.062110924160459,0.00035475958347164216,3.0430750598068323,0.005247016022278617,True,True,True,0.005247016022278617,0.005247016022278617,6.098795801119579,3.319852474835286,60987.958011195784,33198.52474835286,0,0.0,False,True,0.005247016022278617,4.6762134497243135,46762.13449724313
1979-02-09,3.0696320851734713,0.00035475958347164216,3.043988003486146,0.002456201358895793,True,True,True,0.002456201358895793,0.002456201358895793,6.113775671653917,3.3280067009953096,61137.75671653917,33280.0670099531,0,0.0,False,True,0.002456201358895793,4.687699171554013,46876.99171554013
1979-02-12,3.0806067320498713,0.00035475958347164216,3.0448067927469435,0.0035752320056232634,True,True,True,0.0035752320056232634,0.0035752320056232634,6.135633838110415,3.3399050970676365,61356.33838110415,33399.05097067636,0,0.0,False,True,0.0035752320056232634,4.704458783664887,47044.58783664887
1979-02-13,3.1041368323024914,0.00035475958347164216,3.045613729891999,0.007638138295232189,True,True,True,0.007638138295232189,0.007638138295232189,6.182498657894809,3.36541575409199,61824.98657894809,33654.1575409199,0,0.0,False,True,0.007638138295232189,4.740392090458739,47403.920904587394
1979-02-14,3.1028833821352357,0.0003547595834718642,3.046474698830075,-0.0004037999079846699,True,True,True,-0.0004037999079846699,-0.0004037999079846699,6.180002165505635,3.3640567995201573,61800.02165505635,33640.56799520157,0,0.0,False,True,-0.0004037999079846699,4.7384779205688,47384.779205688006
1979-02-15,3.0991180520465393,0.00035475958347164216,3.047463069151226,-0.0012134939103335407,True,True,True,-0.0012134939103335407,-0.0012134939103335407,6.1725027705119455,3.3599745370799234,61725.02770511946,33599.74537079923,0,0.0,False,True,-0.0012134939103335407,4.73272780646794,47327.2780646794
1979-02-16,3.097862580849183,0.00035475958347164216,3.0484919627664726,-0.0004051059612031338,True,True,True,-0.0004051059612031338,-0.0004051059612031338,6.170002252844069,3.3586133913654614,61700.022528440684,33586.133913654616,0,0.0,False,True,-0.0004051059612031338,4.730810550220788,47308.10550220788
1979-02-20,3.1220427116032625,0.00035475958347164216,3.0495483612527554,0.007805423940868028,True,True,True,0.007805423940868028,0.007805423940868028,6.218161736143627,3.384828792738545,62181.61736143627,33848.28792738545,0,0.0,False,True,0.007805423940868028,4.7677365321491925,47677.365321491925
1979-02-21,3.1116827460904886,0.00035475958347164216,3.050601278472152,-0.003318329206154158,True,True,True,-0.003318329206154158,-0.003318329206154158,6.197527828445992,3.3735968164977694,61975.27828445992,33735.9681649777,0,0.0,False,True,-0.003318329206154158,4.751915612767314,47519.15612767314
1979-02-22,3.08906650263016,0.00035475958347164216,3.051581912379869,-0.0072681713740719855,True,True,True,-0.0072681713740719855,-0.0072681713740719855,6.152483134093266,3.34907693668844,61524.831340932666,33490.7693668844,0,0.0,False,True,-0.0072681713740719855,4.717377875738593,47173.778757385924
1979-02-23,3.072410913009339,0.00035475958347164216,3.052473316651765,-0.005391787326896269,True,True,True,-0.005391787326896269,-0.005391787326896269,6.1193102535019195,3.3310194261044024,61193.10253501919,33310.194261044024,0,0.0,False,True,-0.005391787326896269,4.691942777492004,46919.42777492004
1979-02-26,3.0695768566986392,0.0003547595834718642,3.053154472549488,-0.0009224209882537915,True,True,True,-0.0009224209882537915,-0.0009224209882537915,6.113665673290453,3.3279468238734826,61136.65673290453,33279.46823873483,0,0.0,False,True,-0.0009224209882537915,4.68761483099836,46876.1483099836
1979-02-27,3.02179030049008,0.00035475958347164216,3.05346241638452,-0.015567799224272871,False,False,True,-0.015567799224272871,-0.015567799224272871,6.0184893535643385,3.2761380158903637,60184.89353564339,32761.380158903637,0,0.0,False,True,-0.015567799224272871,4.6146389844686535,46146.389844686535
1979-02-28,3.0271192493120287,0.0003536703642073036,3.053689843472163,0.001763507157026778,False,False,True,0.0003536703642073036,0.001763507157026778,6.0206179148859915,3.281915508728794,60206.17914885991,32819.15508728794,0,0.0,False,True,0.001763507157026778,4.622776933344859,46227.76933344859
1979-03-01,3.047230441608689,0.0003536703642075256,3.053925721487581,0.00664367361848428,False,False,True,0.0003536703642075256,0.00664367361848428,6.022747229016703,3.30371948421223,60227.47229016703,33037.1948421223,0,0.0,False,True,0.00664367361848428,4.65348915450106,46534.89154501061
1979-03-02,3.050050121289872,0.00035367036420774767,3.054134900575322,0.0009253253848746645,False,False,True,0.00035367036420774767,0.0009253253848746645,6.024877296222721,3.3067764997154767,60248.77296222721,33067.764997154765,0,0.0,False,True,0.0009253253848746645,4.657795146143959,46577.951461439596
1979-03-05,3.0849598336597297,0.0003536703642075256,3.054663600179558,0.0114456192461172,True,True,True,0.0003536703642075256,0.0114456192461172,6.027008116770382,3.3446246044632284,60270.08116770382,33446.24604463229,0,0.0,False,True,0.0114456192461172,4.7111064959131355,47111.064959131356
1979-03-06,3.0796069919832787,0.0003536703642075256,3.055238051114116,-0.0017351414491840744,True,True,True,-0.0017351414491840744,-0.0017351414491840744,6.0165504051724055,3.338821207680063,60165.504051724056,33388.212076800635,0,0.0,False,True,-0.0017351414491840744,4.702932059760556,47029.32059760556
1979-03-07,3.098170918091742,0.0003536703642075256,3.0557557413483716,0.006028017911632322,True,True,True,0.006028017911632322,0.006028017911632322,6.052818278781023,3.3589476817236963,60528.182787810234,33589.476817236966,0,0.0,False,True,0.006028017911632322,4.731281418453983,47312.81418453983
1979-03-08,3.1346853038115228,0.0003536703642075256,3.056610147241096,0.011785788029496924,True,True,True,0.011785788029496924,0.011785788029496924,6.124155511995801,3.398535527102662,61241.555119958015,33985.355271026616,0,0.0,False,True,0.011785788029496924,4.787043298359779,47870.43298359779
1979-03-09,3.134061533100453,0.0003536703642075256,3.0576050606158365,-0.00019898989870248407,True,True,True,-0.00019898989870248407,-0.00019898989870248407,6.122936866910831,3.397859252862387,61229.36866910831,33978.59252862387,0,0.0,False,True,-0.00019898989870248407,4.786090725098754,47860.90725098754
1979-03-12,3.138790934437394,0.0003536703642075256,3.058662978742112,0.0015090326998978831,True,True,True,0.0015090326998978831,0.0015090326998978831,6.13217657886241,3.402986733584607,61321.7657886241,34029.86733584607,0,0.0,False,True,0.0015090326998978831,4.793313092507606,47933.13092507606
1979-03-13,3.1447820826254103,0.00035367036420774767,3.0597811535354236,0.0019087439441360932,True,True,True,0.0019087439441360932,0.0019087439441360932,6.143881333771687,3.409482163904312,61438.81333771687,34094.82163904312,0,0.0,False,True,0.0019087439441360932,4.802462299845279,48024.62299845279
1979-03-14,3.1413242938419943,0.0003536703642075256,3.0608367231678693,-0.0010995320796692853,True,True,True,-0.0010995320796692853,-0.0010995320796692853,6.137125939151524,3.405733328890039,61371.25939151524,34057.33328890039,0,0.0,False,True,-0.0010995320796692853,4.797181838485196,47971.81838485196
1979-03-15,3.1466880135697624,0.0003536703642075256,3.0618586485468473,0.0017074708708944009,True,True,True,0.0017074708708944009,0.0017074708708944009,6.147604902923636,3.4115485193431527,61476.049029236354,34115.48519343153,0,0.0,False,True,0.0017074708708944009,4.8053728867367935,48053.728867367936
1979-03-16,3.173485611190327,0.00035367036420774767,3.0629949314183573,0.008516127911315952,True,True,True,0.008516127911315952,0.008516127911315952,6.199958692625167,3.4406017029095395,61999.586926251664,34406.0170290954,1,1.0,False,True,0.008516127911315952,4.846296056901814,48462.960569018134
1979-03-19,3.1857927989232153,0.0003536703642075256,3.064070192845776,0.0038781293633380898,True,True,True,0.0038781293633380898,0.0038781293633380898,6.224002934482519,3.453944801401144,62240.02934482519,34539.44801401144,1,1.0,False,True,0.0038781293633380898,4.865090619943514,48650.906199435136
1979-03-20,3.168782021074417,0.0003536703642075256,3.064783383835872,-0.005339574455233809,True,True,True,-0.005339574455233809,-0.005339574455233809,6.1907694074042565,3.435502205969795,61907.69407404256,34355.02205969795,1,1.0,False,True,-0.005339574455233809,4.839113106346866,48391.13106346866
1979-03-21,3.193077033986667,0.0003536703642075256,3.0655589563414667,0.007666987741874465,True,True,True,0.007666987741874465,0.007666987741874465,6.238233960563597,3.461842159270148,62382.33960563597,34618.42159270148,1,1.0,False,True,0.007666987741874465,4.876214527214771,48762.14527214772
1979-03-22,3.206972535983654,0.0003536703642075256,3.066431212669856,0.004351759086637985,True,True,True,0.004351759086637985,0.004351759086637985,6.265381251886053,3.4769072623432584,62653.812518860526,34769.072623432585,1,1.0,False,True,0.004351759086637985,4.897434638091974,48974.34638091974
1979-03-23,3.205414425767704,0.0003536703642075256,3.067278969676981,-0.00048585081364660443,True,True,True,-0.00048585081364660443,-0.00048585081364660443,6.262337211307018,3.475218004120875,62623.372113070174,34752.180041208754,1,1.0,False,True,-0.00048585081364660443,4.895055215488276,48950.55215488276
1979-03-26,3.188393300237592,0.0003536703642075256,3.0680809625324774,-0.005310116967491729,True,True,True,-0.005310116967491729,-0.005310116967491729,6.2290834682251015,3.45676419003146,62290.834682251014,34567.6419003146,1,1.0,False,True,-0.005310116967491729,4.869061899731703,48690.618997317026
1979-03-27,3.2344894435496587,0.00035367036420774767,3.0691679475925757,0.014457483431743468,True,True,True,0.014457483431743468,0.014457483431743468,6.319140339261913,3.506740301036284,63191.403392619126,35067.40301036284,1,1.0,False,True,0.014457483431743468,4.939456281475207,49394.56281475208
1979-03-28,3.223780660512229,0.0003536703642075256,3.0701952969837065,-0.003310810940745368,True,True,True,-0.003310810940745368,-0.003310810940745368,6.298218860290579,3.4951301468812606,62982.188602905786,34951.301468812606,1,1.0,False,True,-0.003310810940745368,4.923102675577166,49231.02675577166
1979-03-29,3.221592532865503,0.0003536703642075256,3.071222286851322,-0.0006787458196297891,True,True,True,-0.0006787458196297891,-0.0006787458196297891,6.293943970568043,3.4927578419050027,62939.43970568043,34927.57841905003,1,1.0,False,True,-0.0006787458196297891,4.91976114021651,49197.6114021651
1979-03-30,3.208349958379038,0.0003536703642075256,3.0723528617283375,-0.004110567786387964,True,True,True,-0.004110567786387964,-0.004110567786387964,6.268072287233296,3.478400624034414,62680.72287233296,34784.00624034414,1,1.0,False,True,-0.004110567786387964,4.899538128556813,48995.38128556813
1979-04-02,3.187205181171756,0.0003594760967837729,3.073514213682583,-0.006590545757659494,True,True,True,-0.006590545757659494,-0.006590545757659494,6.226762270011967,3.4554760655582437,62267.622700119675,34554.76065558244,1,1.0,False,True,-0.006590545757659494,4.867247498329162,48672.47498329162
1979-04-03,3.2352427582379293,0.0003594760967837729,3.074902137388757,0.015072006455672415,True,True,True,0.015072006455672415,0.015072006455672415,6.320612071143525,3.507557023125759,63206.12071143525,35075.57023125759,1,1.0,False,True,0.015072006455672415,4.940606684045334,49406.06684045334
1979-04-04,3.2437989696057503,0.0003594760967837729,3.076478527572215,0.0026446891337703615,True,True,True,0.0026446891337703615,0.0026446891337703615,6.337328125206857,3.5168334210708996,63373.28125206857,35168.334210709,1,1.0,False,True,0.0026446891337703615,4.953673052856862,49536.73052856862
1979-04-05,3.263737051010776,0.0003594760967837729,3.078227513051299,0.0061465218997369675,True,True,True,0.0061465218997369675,0.0061465218997369675,6.37628065131426,3.5384497147112386,63762.8065131426,35384.497147112386,1,1.0,False,True,0.0061465218997369675,4.984120912760384,49841.20912760383
1979-04-06,3.2618697679498334,0.0003594760967837729,3.0799292964795075,-0.0005721303621455398,True,True,True,-0.0005721303621455398,-0.0005721303621455398,6.372632587556081,3.536425260194527,63726.32587556081,35364.25260194527,1,1.0,False,True,-0.0005721303621455398,4.981269345857589,49812.693458575886
